timestamp,filename,old_class,new_class,model_pred,confidence,action
2026-09-21 21:56:33,10--People_Marching_10_People_Marching_People_Marching_2_370.jpg_b17161.jpg,clear,occluded,occluded,0.9983,relabel
2026-09-21 21:56:48,0--Parade_0_Parade_Parade_0_490.jpg_b3352.jpg,clear,occluded,occluded,0.9982,relabel
2026-09-21 21:56:49,0--Parade_0_Parade_marchingband_1_588.jpg_b4167.jpg,clear,occluded,occluded,0.9981,relabel
2026-09-21 21:56:50,0--Parade_0_Parade_Parade_0_926.jpg_b11464.jpg,clear,occluded,occluded,0.9981,relabel
2026-09-21 21:56:50,1--Handshaking_1_Handshaking_Handshaking_1_538.jpg_b16567.jpg,clear,occluded,occluded,0.9979,relabel
2026-09-21 21:56:51,10--People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_15.jpg_b21519.jpg,clear,occluded,occluded,0.9979,relabel
2026-09-21 21:56:52,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_497.jpg_b22586.jpg,clear,occluded,occluded,0.9978,relabel
2026-09-21 21:56:53,13--Interview_13_Interview_Interview_Sequences_13_287.jpg_b36954.jpg,clear,occluded,occluded,0.9978,relabel
2026-09-21 21:56:54,0--Parade_0_Parade_Parade_0_545.jpg_b1989.jpg,clear,occluded,occluded,0.9978,relabel
2026-09-21 21:56:55,1--Handshaking_1_Handshaking_Handshaking_1_860.jpg_b16893.jpg,clear,occluded,occluded,0.9975,relabel
2026-09-21 21:56:55,10--People_Marching_10_People_Marching_People_Marching_2_35.jpg_b17484.jpg,clear,occluded,occluded,0.9974,relabel
2026-09-21 21:56:57,15--Stock_Market_15_Stock_Market_Stock_Market_15_129.jpg_b38990.jpg,clear,DELETED,occluded,0.9974,delete
2026-09-21 21:56:58,13--Interview_13_Interview_Interview_Sequences_13_234.jpg_b37119.jpg,clear,DELETED,occluded,0.9974,delete
2026-09-21 21:56:59,16--Award_Ceremony_16_Award_Ceremony_Awards_Ceremony_16_126.jpg_b40181.jpg,clear,DELETED,occluded,0.9973,delete
2026-09-21 21:57:01,13--Interview_13_Interview_Interview_Sequences_13_898.jpg_b36728.jpg,clear,occluded,occluded,0.9972,relabel
2026-09-21 21:57:03,0--Parade_0_Parade_marchingband_1_139.jpg_b2708.jpg,clear,occluded,occluded,0.9971,relabel
2026-09-21 21:57:03,16--Award_Ceremony_16_Award_Ceremony_Awards_Ceremony_16_126.jpg_b40180.jpg,clear,occluded,occluded,0.9971,relabel
2026-09-21 21:57:04,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_726.jpg_b22210.jpg,clear,occluded,occluded,0.9971,relabel
2026-09-21 21:57:05,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_244.jpg_b7187.jpg,clear,occluded,occluded,0.9970,relabel
2026-09-21 21:57:05,1--Handshaking_1_Handshaking_Handshaking_1_531.jpg_b16861.jpg,clear,occluded,occluded,0.9966,relabel
2026-09-21 21:57:06,13--Interview_13_Interview_Interview_Sequences_13_929.jpg_b9613.jpg,clear,occluded,occluded,0.9966,relabel
2026-09-21 21:57:09,12--Group_12_Group_Large_Group_12_Group_Large_Group_12_389.jpg_b34386.jpg,clear,occluded,occluded,0.9961,relabel
2026-09-21 21:57:10,0--Parade_0_Parade_Parade_0_286.jpg_b2417.jpg,clear,occluded,occluded,0.9960,relabel
2026-09-21 21:57:11,0--Parade_0_Parade_Parade_0_142.jpg_b2791.jpg,clear,occluded,occluded,0.9960,relabel
2026-09-21 21:57:12,16--Award_Ceremony_16_Award_Ceremony_Awards_Ceremony_16_115.jpg_b40150.jpg,clear,occluded,occluded,0.9956,relabel
2026-09-21 21:57:13,14--Traffic_14_Traffic_Traffic_14_380.jpg_b10085.jpg,clear,occluded,occluded,0.9954,relabel
2026-09-21 21:57:14,10--People_Marching_10_People_Marching_People_Marching_2_514.jpg_b5822.jpg,clear,occluded,occluded,0.9951,relabel
2026-09-21 21:57:20,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_105.jpg_b23386.jpg,clear,occluded,occluded,0.9938,relabel
2026-09-21 21:57:21,0--Parade_0_Parade_Parade_0_371.jpg_b5758.jpg,occluded,clear,clear,0.9932,relabel
2026-09-21 21:57:22,12--Group_12_Group_Group_12_Group_Group_12_915.jpg_b34891.jpg,occluded,clear,clear,0.9928,relabel
2026-09-21 21:57:23,0--Parade_0_Parade_Parade_0_371.jpg_b5759.jpg,occluded,clear,clear,0.9928,relabel
2026-09-21 21:57:24,1--Handshaking_1_Handshaking_Handshaking_1_389.jpg_b16352.jpg,clear,occluded,occluded,0.9927,relabel
2026-09-21 21:57:25,13--Interview_13_Interview_Interview_Sequences_13_75.jpg_b37238.jpg,clear,occluded,occluded,0.9919,relabel
2026-09-21 21:57:26,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_287.jpg_b7042.jpg,clear,occluded,occluded,0.9911,relabel
2026-09-21 21:57:26,1--Handshaking_1_Handshaking_Handshaking_1_337.jpg_b16879.jpg,clear,occluded,occluded,0.9909,relabel
2026-09-21 21:57:32,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_711.jpg_b27109.jpg,clear,occluded,occluded,0.9907,relabel
2026-09-21 21:57:40,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_425.jpg_b22207.jpg,clear,occluded,occluded,0.9899,relabel
2026-09-21 21:57:41,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_206.jpg_b6948.jpg,clear,occluded,occluded,0.9898,relabel
2026-09-21 21:57:43,0--Parade_0_Parade_Parade_0_471.jpg_b5361.jpg,clear,occluded,occluded,0.9895,relabel
2026-09-21 21:57:54,2--Demonstration_2_Demonstration_Demonstration_Or_Protest_2_816.jpg_b14691.jpg,occluded,DELETED,clear,0.9874,delete
2026-09-21 21:57:57,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_289.jpg_b22583.jpg,clear,DELETED,occluded,0.9873,delete
2026-09-21 21:57:58,1--Handshaking_1_Handshaking_Handshaking_1_356.jpg_b4043.jpg,clear,occluded,occluded,0.9859,relabel
2026-09-21 21:57:59,12--Group_12_Group_Large_Group_12_Group_Large_Group_12_154.jpg_b25071.jpg,clear,occluded,occluded,0.9852,relabel
2026-09-21 21:58:01,1--Handshaking_1_Handshaking_Handshaking_1_337.jpg_b16878.jpg,clear,occluded,occluded,0.9852,relabel
2026-09-21 21:58:03,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_153.jpg_b22182.jpg,clear,occluded,occluded,0.9850,relabel
2026-09-21 21:58:09,13--Interview_13_Interview_Interview_Sequences_13_67.jpg_b37650.jpg,clear,DELETED,occluded,0.9850,delete
2026-09-21 21:58:11,18--Concerts_18_Concerts_Concerts_18_713.jpg_b44097.jpg,occluded,clear,clear,0.9846,relabel
2026-09-21 21:58:13,13--Interview_13_Interview_Interview_On_Location_13_607.jpg_b37151.jpg,clear,occluded,occluded,0.9841,relabel
2026-09-21 21:58:18,18--Concerts_18_Concerts_Concerts_18_215.jpg_b44475.jpg,occluded,clear,clear,0.9839,relabel
2026-09-21 21:58:20,13--Interview_13_Interview_Interview_On_Location_13_187.jpg_b9856.jpg,clear,occluded,occluded,0.9823,relabel
2026-09-21 21:58:21,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_1016.jpg_b23391.jpg,clear,occluded,occluded,0.9819,relabel
2026-09-21 21:58:24,10--People_Marching_10_People_Marching_People_Marching_2_35.jpg_b17492.jpg,clear,occluded,occluded,0.9818,relabel
2026-09-21 21:58:28,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_443.jpg_b23212.jpg,clear,DELETED,occluded,0.9814,delete
2026-09-21 21:58:30,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_44.jpg_b23086.jpg,clear,DELETED,occluded,0.9811,delete
2026-09-21 21:58:31,13--Interview_13_Interview_Interview_On_Location_13_195.jpg_b36816.jpg,clear,occluded,occluded,0.9810,relabel
2026-09-21 21:58:32,12--Group_12_Group_Group_12_Group_Group_12_324.jpg_b24969.jpg,clear,occluded,occluded,0.9809,relabel
2026-09-21 21:58:34,12--Group_12_Group_Group_12_Group_Group_12_253.jpg_b9163.jpg,clear,occluded,occluded,0.9803,relabel
2026-09-21 21:58:35,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_318.jpg_b22379.jpg,clear,occluded,occluded,0.9803,relabel
2026-09-21 21:58:36,13--Interview_13_Interview_Interview_On_Location_13_416.jpg_b36234.jpg,occluded,clear,clear,0.9796,relabel
2026-09-21 21:58:37,13--Interview_13_Interview_Interview_On_Location_13_217.jpg_b37344.jpg,clear,occluded,occluded,0.9792,relabel
2026-09-21 21:58:46,12--Group_12_Group_Large_Group_12_Group_Large_Group_12_493.jpg_b32265.jpg,clear,occluded,occluded,0.9783,relabel
2026-09-21 21:58:51,10--People_Marching_10_People_Marching_People_Marching_2_832.jpg_b20442.jpg,clear,occluded,occluded,0.9759,relabel
2026-09-21 21:58:59,1--Handshaking_1_Handshaking_Handshaking_1_158.jpg_b4030.jpg,clear,occluded,occluded,0.9755,relabel
2026-09-21 21:59:00,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_300.jpg_b27483.jpg,clear,occluded,occluded,0.9753,relabel
2026-09-21 21:59:01,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_6.jpg_b23150.jpg,clear,occluded,occluded,0.9749,relabel
2026-09-21 21:59:02,0--Parade_0_Parade_marchingband_1_710.jpg_b2032.jpg,clear,occluded,occluded,0.9746,relabel
2026-09-21 21:59:04,0--Parade_0_Parade_marchingband_1_322.jpg_b7147.jpg,clear,occluded,occluded,0.9738,relabel
2026-09-21 21:59:05,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_156.jpg_b34351.jpg,clear,occluded,occluded,0.9732,relabel
2026-09-21 21:59:07,13--Interview_13_Interview_Interview_Sequences_13_656.jpg_b37217.jpg,occluded,clear,clear,0.9731,relabel
2026-09-21 21:59:18,13--Interview_13_Interview_Interview_On_Location_13_181.jpg_b36980.jpg,clear,DELETED,occluded,0.9728,delete
2026-09-21 21:59:20,13--Interview_13_Interview_Interview_Sequences_13_477.jpg_b9638.jpg,clear,occluded,occluded,0.9725,relabel
2026-09-21 21:59:23,1--Handshaking_1_Handshaking_Handshaking_1_71.jpg_b16500.jpg,clear,occluded,occluded,0.9706,relabel
2026-09-21 21:59:29,15--Stock_Market_15_Stock_Market_Stock_Market_15_569.jpg_b10325.jpg,clear,occluded,occluded,0.9693,relabel
2026-09-21 21:59:30,13--Interview_13_Interview_Interview_Sequences_13_207.jpg_b36697.jpg,clear,occluded,occluded,0.9685,relabel
2026-09-21 21:59:31,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_504.jpg_b7990.jpg,clear,occluded,occluded,0.9670,relabel
2026-09-21 21:59:38,13--Interview_13_Interview_Interview_Sequences_13_704.jpg_b36593.jpg,clear,occluded,occluded,0.9650,relabel
2026-09-21 21:59:38,10--People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_237.jpg_b21536.jpg,clear,occluded,occluded,0.9612,relabel
2026-09-21 21:59:40,0--Parade_0_Parade_Parade_0_371.jpg_b5760.jpg,occluded,clear,clear,0.9598,relabel
2026-09-21 21:59:44,0--Parade_0_Parade_marchingband_1_941.jpg_b9882.jpg,clear,DELETED,occluded,0.9594,delete
2026-09-21 21:59:45,0--Parade_0_Parade_Parade_0_771.jpg_b12204.jpg,clear,occluded,occluded,0.9590,relabel
2026-09-21 21:59:46,13--Interview_13_Interview_Interview_2_People_Visible_13_11.jpg_b36024.jpg,clear,occluded,occluded,0.9588,relabel
2026-09-21 21:59:51,0--Parade_0_Parade_Parade_0_702.jpg_b4779.jpg,clear,occluded,occluded,0.9516,relabel
2026-09-21 21:59:54,13--Interview_13_Interview_Interview_Sequences_13_589.jpg_b36859.jpg,clear,DELETED,occluded,0.9515,delete
2026-09-21 21:59:55,12--Group_12_Group_Large_Group_12_Group_Large_Group_12_904.jpg_b34639.jpg,clear,occluded,occluded,0.9506,relabel
2026-09-21 21:59:56,1--Handshaking_1_Handshaking_Handshaking_1_46.jpg_b16874.jpg,clear,occluded,occluded,0.9505,relabel
2026-09-21 21:59:56,13--Interview_13_Interview_Interview_On_Location_13_619.jpg_b37065.jpg,clear,occluded,occluded,0.9500,relabel
2026-09-21 21:59:58,15--Stock_Market_15_Stock_Market_Stock_Market_15_569.jpg_b10327.jpg,clear,occluded,occluded,0.9466,relabel
2026-09-21 21:59:59,17--Ceremony_17_Ceremony_Ceremony_17_1007.jpg_b10588.jpg,occluded,clear,clear,0.9414,relabel
2026-09-21 22:00:00,10--People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_599.jpg_b17127.jpg,clear,occluded,occluded,0.9404,relabel
2026-09-21 22:00:01,13--Interview_13_Interview_Interview_Sequences_13_656.jpg_b37216.jpg,clear,occluded,occluded,0.9402,relabel
2026-09-21 22:00:15,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_301.jpg_b23463.jpg,clear,occluded,occluded,0.9387,relabel
2026-09-21 22:00:16,12--Group_12_Group_Group_12_Group_Group_12_131.jpg_b34001.jpg,clear,occluded,occluded,0.9385,relabel
2026-09-21 22:00:17,1--Handshaking_1_Handshaking_Handshaking_1_292.jpg_b16501.jpg,clear,occluded,occluded,0.9383,relabel
2026-09-21 22:00:17,0--Parade_0_Parade_marchingband_1_628.jpg_b7099.jpg,clear,occluded,occluded,0.9379,relabel
2026-09-21 22:00:19,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_203.jpg_b22954.jpg,clear,occluded,occluded,0.9339,relabel
2026-09-21 22:00:33,1--Handshaking_1_Handshaking_Handshaking_1_464.jpg_b16496.jpg,clear,occluded,occluded,0.9224,relabel
2026-09-21 22:00:33,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_91.jpg_b22389.jpg,clear,occluded,occluded,0.9223,relabel
2026-09-21 22:00:36,18--Concerts_18_Concerts_Concerts_18_884.jpg_b44686.jpg,occluded,clear,clear,0.9223,relabel
2026-09-21 22:00:42,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_334.jpg_b24287.jpg,clear,DELETED,occluded,0.9218,delete
2026-09-21 22:00:43,19--Couple_19_Couple_Couple_19_764.jpg_b45494.jpg,occluded,clear,clear,0.9218,relabel
2026-09-21 22:00:48,2--Demonstration_2_Demonstration_Demonstration_Or_Protest_2_905.jpg_b45621.jpg,occluded,clear,clear,0.9190,relabel
2026-09-21 22:00:49,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_349.jpg_b7006.jpg,clear,occluded,occluded,0.9166,relabel
2026-09-21 22:00:50,0--Parade_0_Parade_marchingband_1_1018.jpg_b2560.jpg,clear,occluded,occluded,0.9146,relabel
2026-09-21 22:00:51,13--Interview_13_Interview_Interview_Sequences_13_95.jpg_b36312.jpg,clear,occluded,occluded,0.9128,relabel
2026-09-21 22:00:51,0--Parade_0_Parade_Parade_0_926.jpg_b11465.jpg,clear,occluded,occluded,0.9093,relabel
2026-09-21 22:00:58,12--Group_12_Group_Large_Group_12_Group_Large_Group_12_1013.jpg_b30042.jpg,clear,occluded,occluded,0.9042,relabel
2026-09-21 22:01:06,17--Ceremony_17_Ceremony_Ceremony_17_742.jpg_b43006.jpg,occluded,DELETED,clear,0.9029,delete
2026-09-21 22:01:07,13--Interview_13_Interview_Interview_Sequences_13_335.jpg_b36717.jpg,clear,occluded,occluded,0.9005,relabel
2026-09-21 22:01:20,12--Group_12_Group_Group_12_Group_Group_12_546.jpg_b26103.jpg,clear,DELETED,occluded,0.8980,delete
2026-09-21 22:01:28,15--Stock_Market_15_Stock_Market_Stock_Market_15_767.jpg_b38784.jpg,clear,occluded,occluded,0.8971,relabel
2026-09-21 22:01:31,0--Parade_0_Parade_Parade_0_890.jpg_b11645.jpg,clear,occluded,occluded,0.8938,relabel
2026-09-21 22:01:32,10--People_Marching_10_People_Marching_People_Marching_2_520.jpg_b19563.jpg,clear,occluded,occluded,0.8935,relabel
2026-09-21 22:01:52,10--People_Marching_10_People_Marching_People_Marching_2_707.jpg_b18897.jpg,occluded,clear,clear,0.8825,relabel
2026-09-21 22:01:55,10--People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_15.jpg_b21521.jpg,clear,occluded,occluded,0.8824,relabel
2026-09-21 22:02:04,13--Interview_13_Interview_Interview_Sequences_13_900.jpg_b37306.jpg,clear,occluded,occluded,0.8726,relabel
2026-09-21 22:02:07,13--Interview_13_Interview_Interview_On_Location_13_753.jpg_b36487.jpg,occluded,clear,clear,0.8639,relabel
2026-09-21 22:02:08,17--Ceremony_17_Ceremony_Ceremony_17_132.jpg_b40953.jpg,occluded,clear,clear,0.8616,relabel
2026-09-21 22:02:09,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_312.jpg_b23849.jpg,clear,occluded,occluded,0.8583,relabel
2026-09-21 22:02:17,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_377.jpg_b22620.jpg,clear,occluded,occluded,0.8558,relabel
2026-09-21 22:02:19,13--Interview_13_Interview_Interview_On_Location_13_515.jpg_b37150.jpg,clear,DELETED,occluded,0.8533,delete
2026-09-21 22:02:25,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_260.jpg_b24016.jpg,clear,occluded,occluded,0.8398,relabel
2026-09-21 22:02:29,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_529.jpg_b35172.jpg,occluded,clear,clear,0.8331,relabel
2026-09-21 22:02:33,12--Group_12_Group_Group_12_Group_Group_12_802.jpg_b30601.jpg,clear,occluded,occluded,0.8171,relabel
2026-09-21 22:02:36,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_529.jpg_b35173.jpg,occluded,clear,clear,0.8162,relabel
2026-09-21 22:02:37,0--Parade_0_Parade_Parade_0_926.jpg_b11458.jpg,clear,occluded,occluded,0.8141,relabel
2026-09-21 22:02:40,18--Concerts_18_Concerts_Concerts_18_505.jpg_b43921.jpg,occluded,clear,clear,0.8105,relabel
2026-09-21 22:02:48,1--Handshaking_1_Handshaking_Handshaking_1_781.jpg_b3806.jpg,clear,occluded,occluded,0.8062,relabel
2026-09-21 22:02:49,14--Traffic_14_Traffic_Traffic_14_479.jpg_b38619.jpg,occluded,clear,clear,0.8042,relabel
2026-09-21 22:02:52,17--Ceremony_17_Ceremony_Ceremony_17_818.jpg_b10977.jpg,occluded,clear,clear,0.8025,relabel
2026-09-21 22:02:53,10--People_Marching_10_People_Marching_People_Marching_2_627.jpg_b18522.jpg,clear,occluded,occluded,0.8013,relabel
2026-09-21 22:02:55,13--Interview_13_Interview_Interview_Sequences_13_524.jpg_b36218.jpg,clear,occluded,occluded,0.7995,relabel
2026-09-21 22:03:00,12--Group_12_Group_Large_Group_12_Group_Large_Group_12_551.jpg_b8101.jpg,clear,occluded,occluded,0.7986,relabel
2026-09-21 22:03:00,16--Award_Ceremony_16_Award_Ceremony_Awards_Ceremony_16_456.jpg_b40189.jpg,clear,occluded,occluded,0.7983,relabel
2026-09-21 22:03:01,10--People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_649.jpg_b20004.jpg,clear,occluded,occluded,0.7969,relabel
2026-09-21 22:03:03,13--Interview_13_Interview_Interview_On_Location_13_385.jpg_b36682.jpg,clear,occluded,occluded,0.7929,relabel
2026-09-21 22:03:04,12--Group_12_Group_Group_12_Group_Group_12_431.jpg_b29046.jpg,occluded,clear,clear,0.7887,relabel
2026-09-21 22:03:08,18--Concerts_18_Concerts_Concerts_18_332.jpg_b43400.jpg,occluded,clear,clear,0.7834,relabel
2026-09-21 22:03:14,0--Parade_0_Parade_marchingband_1_628.jpg_b7100.jpg,clear,occluded,occluded,0.7811,relabel
2026-09-21 22:03:24,13--Interview_13_Interview_Interview_Sequences_13_209.jpg_b9595.jpg,clear,occluded,occluded,0.7780,relabel
2026-09-21 22:03:32,2--Demonstration_2_Demonstration_Demonstration_Or_Protest_2_561.jpg_b65497.jpg,occluded,clear,clear,0.7755,relabel
2026-09-21 22:03:34,10--People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_202.jpg_b17416.jpg,occluded,clear,clear,0.7740,relabel
2026-09-21 22:03:38,12--Group_12_Group_Group_12_Group_Group_12_184.jpg_b26205.jpg,clear,occluded,occluded,0.7618,relabel
2026-09-21 22:03:39,10--People_Marching_10_People_Marching_People_Marching_2_512.jpg_b19669.jpg,occluded,clear,clear,0.7612,relabel
2026-09-21 22:03:40,13--Interview_13_Interview_Interview_On_Location_13_217.jpg_b37345.jpg,occluded,clear,clear,0.7561,relabel
2026-09-21 22:03:58,0--Parade_0_Parade_Parade_0_490.jpg_b3348.jpg,clear,DELETED,occluded,0.7428,delete
2026-09-21 22:04:00,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_516.jpg_b26258.jpg,clear,DELETED,occluded,0.7428,delete
2026-09-21 22:04:07,0--Parade_0_Parade_marchingband_1_639.jpg_b12942.jpg,clear,DELETED,occluded,0.7407,delete
2026-09-21 22:04:08,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_529.jpg_b35168.jpg,occluded,clear,clear,0.7341,relabel
2026-09-21 22:04:16,12--Group_12_Group_Large_Group_12_Group_Large_Group_12_216.jpg_b29609.jpg,occluded,clear,clear,0.7273,relabel
2026-09-21 22:04:20,12--Group_12_Group_Group_12_Group_Group_12_337.jpg_b32780.jpg,occluded,DELETED,clear,0.7227,delete
2026-09-21 22:04:23,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_923.jpg_b23917.jpg,occluded,DELETED,clear,0.7189,delete
2026-09-21 22:04:24,12--Group_12_Group_Group_12_Group_Group_12_480.jpg_b30743.jpg,occluded,clear,clear,0.7184,relabel
2026-09-21 22:04:27,2--Demonstration_2_Demonstration_Demonstration_Or_Protest_2_870.jpg_b66858.jpg,occluded,clear,clear,0.7166,relabel
2026-09-21 22:04:28,12--Group_12_Group_Group_12_Group_Group_12_378.jpg_b26093.jpg,occluded,DELETED,clear,0.7155,delete
2026-09-21 22:04:35,2--Demonstration_2_Demonstration_Demonstration_Or_Protest_2_447.jpg_b66871.jpg,occluded,clear,clear,0.7028,relabel
2026-09-21 22:04:44,0--Parade_0_Parade_Parade_0_639.jpg_b1499.jpg,occluded,clear,clear,0.6907,relabel
2026-09-21 22:04:46,2--Demonstration_2_Demonstration_Demonstration_Or_Protest_2_241.jpg_b52205.jpg,occluded,clear,clear,0.6903,relabel
2026-09-21 22:04:52,13--Interview_13_Interview_Interview_On_Location_13_865.jpg_b9919.jpg,occluded,DELETED,clear,0.6836,delete
2026-09-21 22:05:01,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_317.jpg_b22573.jpg,clear,occluded,occluded,0.6804,relabel
2026-09-21 22:05:04,13--Interview_13_Interview_Interview_Sequences_13_335.jpg_b36718.jpg,clear,occluded,occluded,0.6779,relabel
2026-09-21 22:05:16,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_504.jpg_b7992.jpg,clear,occluded,occluded,0.6608,relabel
2026-09-21 22:05:31,12--Group_12_Group_Group_12_Group_Group_12_839.jpg_b27381.jpg,clear,DELETED,occluded,0.6343,delete
2026-09-21 22:05:36,12--Group_12_Group_Large_Group_12_Group_Large_Group_12_788.jpg_b33868.jpg,clear,DELETED,occluded,0.6303,delete
2026-09-21 22:05:46,13--Interview_13_Interview_Interview_2_People_Visible_13_364.jpg_b36245.jpg,clear,occluded,occluded,0.6111,relabel
2026-09-21 22:05:47,19--Couple_19_Couple_Couple_19_693.jpg_b45402.jpg,occluded,clear,clear,0.5978,relabel
2026-09-21 22:05:51,16--Award_Ceremony_16_Award_Ceremony_Awards_Ceremony_16_565.jpg_b39784.jpg,clear,occluded,occluded,0.5815,relabel
2026-09-21 22:05:55,13--Interview_13_Interview_Interview_2_People_Visible_13_473.jpg_b36707.jpg,occluded,clear,clear,0.5732,relabel
2026-09-21 22:05:58,11--Meeting_11_Meeting_Meeting_11_Meeting_Meeting_11_203.jpg_b22952.jpg,occluded,DELETED,clear,0.5649,delete
2026-09-21 22:06:01,1--Handshaking_1_Handshaking_Handshaking_1_827.jpg_b3825.jpg,occluded,DELETED,clear,0.5570,delete
2026-09-21 22:06:03,2--Demonstration_2_Demonstration_Demonstration_Or_Protest_2_414.jpg_b72344.jpg,occluded,clear,clear,0.5521,relabel
2026-09-21 22:06:15,13--Interview_13_Interview_Interview_Sequences_13_884.jpg_b9626.jpg,occluded,clear,clear,0.5455,relabel
2026-09-21 22:06:18,15--Stock_Market_15_Stock_Market_Stock_Market_15_502.jpg_b39001.jpg,occluded,clear,clear,0.5386,relabel
2026-09-21 22:06:26,18--Concerts_18_Concerts_Concerts_18_731.jpg_b43481.jpg,occluded,DELETED,clear,0.5250,delete
2026-09-21 22:06:28,12--Group_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_455.jpg_b30029.jpg,clear,DELETED,occluded,0.5207,delete
2026-09-21 22:06:39,12--Group_12_Group_Group_12_Group_Group_12_915.jpg_b34890.jpg,occluded,DELETED,clear,0.5058,delete
2026-09-21 22:07:24,10--People_Marching_10_People_Marching_People_Marching_2_514.jpg_b5821.jpg,clear,occluded,clear,0.5682,relabel
2026-09-21 22:07:37,2--Demonstration_2_Demonstration_Demonstration_Or_Protest_2_285.jpg_b75378.jpg,occluded,DELETED,occluded,0.5513,delete
2026-09-21 22:07:44,13--Interview_13_Interview_Interview_Sequences_13_870.jpg_b36894.jpg,clear,occluded,clear,0.5419,relabel
2026-09-21 22:07:53,13--Interview_13_Interview_Interview_On_Location_13_186.jpg_b9601.jpg,clear,occluded,clear,0.5025,relabel
